FarmNm_CH,FarmNm_EN,FarmNm_JP,Feature_CH,Feature_EN,Feature_JP,CertifySDate,CertifyEDate,TEL,FAX,PCode,County,Township,Address_CH,Address_EN,Address_JP,WebURL,Longitude,Latitude,IdentifyItem,Photo
青青休閒農場(蘭陽青青馬場),,,青青休閒農場位於三星鄉尚貴路二段25號，結合馬場及馬上咖啡座，場內提供專業馬術課程、畜養馬匹、休閒農場設施、農特產品調理輕食及飲品服務觀光群眾。。本農場以英式馬術課程教學為主，由教練進行一對一教學指導，讓學員們都能從基本動作到進階課程，以最正確的騎乘觀念與技巧讓學員逐步進入馬術運動的世界，享受駕馭馬匹的快感。。本農場致力於推廣馬術文化及在地農產品，藉由活絡馬術文化及觀光市場，喚醒大眾對土地的認同及熱愛。。休閒區提供公司及團體等舉辦動靜態活動。。體驗活動。(一)青青休閒農場馬術體驗分為2...,,,1150901,1150930,(03)9899265,,266,10002,三星鄉,尚貴路二段25號,,,,121.68683,24.68835,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/24946/480x360_agrispots-image-f9pj6box6uk9daamfmm6vq.jpg
興民休閒農場,,,興民農場位於福至興臨十大經典農村之中，地理位置相當的棒！黃昏夕陽西下時，遠眺火力發電廠及台灣海峽的美景一覽無遺！還有海上輪船緩慢移動，好似一幅畫，時間靜止。夜晚的星空繁星點點飄蕩著浪漫的氣息，浪漫讓人流連忘返於此刻無限美好的時空之中！。農場為佔地二甲多、面西的平坦緩坡，園內種植玫瑰，另外還有薰衣草、迷迭香、以及日本薄荷、綠薄荷、巧克力薄荷，檸檬薄荷等少數香草植物。。玫瑰花園、景觀魚池、茵茵草地，到此一遊可以飽覽疊翠山巒及日落美景，還有視線盡頭的台灣海峽。這裡提供火鍋、和菜、冰品飲料等，美景佳...,,,1150901,1150930,(037)783438,,357,10005,通霄鎮,福興里3鄰29之6號,,,,120.743705,24.426774,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/154/480x360_20151120161347.jpg
仁安居生態休閒農場,,,仁安居生態休閒農場。農場位於&quot；長壽之鄉&rdquo；的關西，為鎮上第一家合法休閒農場，並栽種三百餘顆未施農藥的苦茶樹，每年十月開始採收並日曬壓榨，全年也僅此一收。除大面積的茶樹除了生產苦茶油之外，也因為無農藥施放，形成天然動植物棲息以及生長的重要場所，像是以水生濕地為主的蜻蜓科、蛙類、螢火蟲還有為數不少的鳥類，像是五色鳥、八哥、綠繡眼、台灣藍鵲、樹雀、老鷹、小白鷺等等&hellip；.穿梭在園區內的各種樹木中，而園區內也飼養了兔子、金雞、松鼠、果子狸、鵝等等&hellip；以增加農場...,,,1150901,1150930,(09),,306,10004,關西鎮,中豐路二段322巷3號,,,,121.185761,24.802421,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/6995/480x360_龍眼.png
碧海星辰休閒農場,,,,,,1150901,1150930,(09),,950,10014,臺東市,松江路二段808號富岡里,,,,121.189649,22.818667,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
大山背休閒農場,,,大山背農園為 大山背休閒農業區 的核心成員。。農園位置位於大山背山海拔500~700公尺的山坡上，園區地勢較高，想到果園的民眾可以開車到樂善堂停車，步行至果園，一來可免受尋找車位之苦，也可順便健身運動。或是直接驅車到農園的小停車場停車。。此處果園向陽背風，因此生產出來的柑橘風味特佳，顏色鮮紅味道甜美，讓人忍不住想去品嘗，盛產期為每年於12月至次年3月，種類分為茂谷柑及帝王柑等。。圖片來源：大山背休閒農場粉絲專頁,,,1150901,1150930,(09),,312,10004,橫山鄉,豐鄉村大山背5 鄰 52 號,,,,121.144777,24.695594,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/600/480x360_大山背.jpg
上庄休閒農場,,,上庄休閒農場。飄來的一陣茶樹芳香， 細細品嘗。 請您暫緩身邊的事物， 停下腳步， 聆聽恬適的飛舞清揚。。不識茶樹真面目。走過農村道路，來到上庄休閒農場，園內草木繁榮、綠樹成蔭，主要栽種澳洲茶樹、台灣土肉桂、火龍果等有機作物，種植面積佔地三公頃，質樸的農場主人梁景銘先生，早年從事混泥土工作，由於政府推廣景觀造林，便將當時家裡的閒置農地配合政府補助種植造林樹木使用，在一次機緣下，朋友驚見園內的高壯的澳洲茶樹，便欣喜的與他說明，有鑑於景觀造林時間需長達二十年才可出售樹木，在經濟考量下，於是決定重...,,,1150901,1150930,(08)7962543,,906,10013,高樹鄉,高樹村4鄰豐源路7號,,,,120.606430,22.824981,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/4232/480x360_de75fd1ac036430bb63ff27316ebc24e.jpg
永和山古厝休閒農場,,,,,,1150901,1150930,(037)669175,,352,10005,三灣鄉,永和村9鄰20-1號,,,,120.924522,24.637164,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
永齡有機休閒農場(永齡農場),,,,,,1150901,1150930,(07)6775068,,846,64000,杉林區,上平里山仙路288號,,,https://www.yonglinfarm.com.tw/,120.542815,22.977307,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
柏泰園休閒農場,,,,,,1150901,1150930,(09),,112,63000,北投區,立賢路 77 號,,,https://goo.gl/GTJMxS,121.500990,25.114661,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
亮山川休閒農場(亮山川景觀休閒園區),,,,,,1150901,1150930,(02)24921130,,207,65000,萬里區,內中福1之3號,,,,121.67077,25.16502,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
綠世界休閒農場,,,綠世界休閒農場。  。  位於新竹北埔的「綠世界生態農場」，為亞洲最大的開放式亞熱帶雨林生態園區，佔地７０公頃，是非常適合親子旅遊及擁抱大自然的好地方。。  。  。  園內有六大主題公園：1.『天鵝湖』、2.『大探奇區』、3.『水生植物公園』、4.『鳥類生態公園』、5.『蝴蝶生態公園』、6.『生物多樣性探索區』以及最受小朋友們歡迎的「動物劇場」、「可愛動物區」，還有四季花園、熱帶雨林空中步道、仙人掌公園、香草植物區、綠野草原、侏儸紀景觀廁所、客家百年古厝、奇妙種子植物區..等47個豐...,,,1150901,1150930,(03)5801000,,314,10004,北埔鄉,大湖村7鄰20號,,,https://www.green-world.com.tw,121.071096,24.698810,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25410/480x360_agrispots-image-awk4drkeeecsj-9bqolrsa.jpg
海園教育休閒農場,,,,,,1150901,1150930,無,,253,65000,石門區,海園路38號,,,,121.558549,25.291073,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
香草星空休閒農場,,,多年在台北的餐飲服務，因職場需求，考取了中餐乙、丙級的證照，烘焙及咖啡調酒五照合一的丙級證照，和美國花藝學院的高級講師資格；從事餐飲服務多年，發揮喜愛美食的專長，開發了香草植物的DIY活動，例如:季節性的香草植物阡插DIY、左手香防蚊液DIY製作課程及販售，應用園區內的香草植物推廣在地食材餐桌的概念，發展出各式的香草料理及糕點，沖泡香草植物茶飲，製作羅勒青醬DIY，進而發展義式海鮮義大利麵的活動，推出一至多日小小廚師親子營，賢妻良夫的廚藝的精進營、銀髮族的養生餐飲料理longstay的健康之旅，...,,,1150901,1150930,(03)9600123,(03)9605168,268,10002,五結鄉,大眾五路310號,,,https://039600123.hi-bnb.com/,121.821321,24.698501,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/4154/480x360_1531058507595.jpg
河堤休閒農場(河堤番茄園),,,,,,1150901,1150930,(07)6815713,,843,64000,美濃區,福安街15巷15之1號,,,,120.527315,22.894995,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
大花玫瑰休閒農場(大花農場),Grand Blossom Recreation Rose Farm(大花玫瑰休閒農場),大花バラレジャー農場(大花玫瑰休閒農場),九如大花農場主人楊添得先生承租台糖土地4.5 公頃全面種植玫瑰，並申請MOA 國際美育有機認證通過，2013年增添15公頃農地，種植總面積近20公頃，是全台最大有機玫瑰農場，2023年將4.5公頃田區更名為大花玫瑰休閒農場，並在同年取得特色農業旅遊場域的認證。農場將玫瑰花以低溫乾燥製成玫瑰立體茶包及蒸餾處理的玫瑰精露，堅持有機栽培的信念，生產最值得信賴的有機農產品，發展本土有機玫瑰，在市面上銷售，深受消費者青睞。。體驗活動。農場規劃有玫瑰花醬、玫瑰壽司DIY活動，使用農場主要農作物-有機玫瑰...,The content of this article is sourced from Special Agro-tourism Spot Certification.。&quot；Grand Blossom Recreation Rose Farm&quot； - Red as Fire and Alluring as a Fairy， Organic Roses bring Romance into Dishes。Grand Blossom Recreation Rose Farm is situated in Jiuru Township， Pingtung County， spanning an area of 4.5 hectares. It stands as the largest organic edible rose farm in Taiwan. Formerly a producer of cut flowers， the farm shifted focus after a two-year trial on edible roses， mastering ...,この記事の内容は「特色ある農業の旅のスポット認証」より引用しています。。  。  。  紅色は火のように 　仙女のような美しさ オーガニックなバラが料理にロマンチックを添えます。  。  。  大花レジャーファームは台湾屏東県九如郷に位置し、4.5ヘクタールの面積を占め、台湾最大のオーガニック食用バラ農場です。大花農場の前身は切り花を生産しており、2年かけて食用バラの試験栽培を行いました。今では技術をマスターし、生産量が安定しています。しかし、生産量を増やす方法について考えたことはあ...,1150901,1150930,(08)8101858,,904,10013,九如鄉,九如路一段2-88號,No. 2-88， Sec. 1， Jiuru Rd.,九如路一段2-88號,https://f88.myorganic.org.tw/,120.491652,22.708660,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25073/480x360_agrispots-image-niqdgxjjiuwwyr-i1eewaq.jpg
正統休閒農場,,,正統休閒農場。農場的主人原本在羅東市區經營旅社因為厭倦了城市中的生活，毅然決定帶著自己的家人回到家鄉建立一個與鄉村田園結合的民宿，由最初的民宿規劃慢慢的成長成為一個理想中更符合田園自然的農場。。民宿中設有露天的咖啡桌椅、休憩涼亭、賞鯉池塘、籃球場和四周的田園景觀及鄉間小路，而成的獨一無二「正統休閒農場」；舒適典雅的客房不僅讓你在休息時更能放鬆心靈的地方，簡單、明亮和乾淨是農場主人對生活品質的堅持；雖然沒有華麗的裝潢但設備齊全，讓您就像是在家一樣的舒暢。田野的鄉村生活更是釋放您在都巿中所有壓力...,,,1150901,1150930,(03)9898616,,266,10002,三星鄉,大隱村大隱8路283號,,,,121.714036,24.664556,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/106/480x360_20151113150009.jpg
立川漁場休閒農場,,,位於臺灣東部淨土－立川漁場，是全球黃金蜆唯一製造原廠，而黃金蜆由立川所創，也是世界第一深入其研究的公司。黃金蜆養價值遠遠高於其它現有蜆類，尤其維持肝臟健康的有效性具有多項研究報告證實，良好的口碑更廣傳兩岸三地與國際。。蜆殼 DIY 體驗。活動時間：30~60分鐘。體驗費用：每人200元。發揮想像與創作力，透過漂亮的蜆殼，搭配簡單工藝素材，製作出獨具特色的專屬紀念品。。蜆與「顯」同音，有「顯達」之意。用黃金蜆與花佈素材發揮創意，親手製作專屬紀念品，把「吉祥顯達」帶進家！。摸蜆體驗 。...,,,1150901,1150930,(08)00007111,,974,10015,壽豐鄉,共和村魚池45號,,,https://www.lichuan.tw/,121.522179,23.864725,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1317/480x360_a1p5smdnns35ifgtcs6r8w8r12vjvwe6.jpg
海賊庄休閒農場,,,海賊庄休閒農場位於嘉義縣新港鄉，由海賊的子孫在原來的海賊庄建立農場，串連在地歷史、農產與馬賽克工藝，透過提供屬於在地的農村文化以及自然體驗，讓更多人認識到這塊土地的歷史、支持嘉義農作農產並了解到保存傳統工藝的重要性。 園區農作物以大航海時代哥倫布大交換之物種為主，和新興作物的教育農作互相搭配，全區採草生栽培，不使用化學農藥或肥料，為環境永續盡一份心力。體驗介紹親子手作披薩體驗、馬賽克拼貼、花磚陶板彩繪、空氣鳳梨&水草瓶景觀盆栽、鹿角蕨上板、水苔球、冬季控窯【七海揚帆食農體驗館】結合農場自栽農作物...,,,1150901,1150930,(05)7811269,,616,10010,新港鄉,南港村117-69號,,,https://www.twpvillage.com/,0,0,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/32538/480x360_agrispots-image-jgnlpyhggeo2yl2icdqxga.jpg
仰山休閒農場,,,淡雅的樹香； 負離子和芬多精。晨曦； 湖畔靜思，黃昏； 欣賞天際的一抹彩霞，夜幕； 輕歌淺吟地細數流年，身心靈完全的放鬆，遠離塵囂的靜瑟。。高山仰止，景行行止，「仰山農場」內有日式木造建築，環境清幽，猶如文人雅士居所，行步其中不覺會放慢腳步，深恐破壞那一幽寧謐。清晨的仰山農場猶如蒙上一層薄紗，仰眺不遠的霧霧山，在餘氤裊裊的晨霧中，會讓人不禁幻想俠士與仙女聯袂飄過，令人不羨鴛鴦只羨仙，欲尾隨乘風同去。。楊文化先生為園藝苗木專家，他精心栽培的種苗園內有金龜樹、蘭嶼肉荳蔻、杉樹、賽赤楠等喬木，區內...,,,1150901,1150930,(09),,906,10013,高樹鄉,舊寮村10鄰萬興路33號,,,,120.629314,22.851021,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/4219/480x360_6fbd4ad2a4fe41b19121e8d2f1840ead.jpg
大團園休閒農場,,,,,,1150901,1150930,(02)26625328,(02)26648226,222,65000,深坑區,阿柔里阿柔洋25-1號,,,,121.612998,24.999059,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
幻日休閒農場,,,高美濕地是此生必去的夢幻景點，被譽為「台灣最美夕陽」之一。當夕陽映照在遼闊水面，天光雲影交織出如詩如畫的絕景，令人屏息。腳踩著潮間帶的細沙，感受自然的靜謐與壯麗，那一刻彷彿時間靜止，成為旅途中最難忘的記憶。本農場位於高美濕地海景第一排，想一覽濕地美景只在幻日休閒農場。。幻日休閒農場是一處結合自然景觀與農業體驗的好去處，農場販售輕食，亦有南瓜及檸檬採果體驗，農場採預約制，請透過IG私訊預約。,,,1150901,1150930,,,436,66000,清水區,美堤街126號,,,,120.549387,24.307815,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/32492/480x360_agrispots-image-l5ble2xwh0c20cn9obn9sw.jpg
五福畊讀休閒農場(停業中),,,農場有優美環境，清新空氣，養生四大療癒(抱大樹、踏草皮，負離子換氣場，艾草香茅泡腳)，點燈揚扇，環保零碳山蘇，體驗食農。香草茶飲。,,,1150901,1150930,(09),,423,66000,東勢區,慶福街16號,,,http://www.softpond.com.tw/index.html,120.855145,24.193189,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/729/480x360_dj5f274y19q06vu2ze85jwc1a39gn4nu.jpg
